"DATASET","SERIES_CODE","OBS_MEASURE","CURRENCY","COUNTRY","INDICATOR","FREQUENCY","SCALE","DECIMALS_DISPLAYED","INCOME_GROUP","DOI","FULL_DESCRIPTION","AUTHOR","PUBLISHER","DEPARTMENT","CONTACT_POINT","TOPIC","TOPIC_DATASET","KEYWORDS","KEYWORDS_DATASET","LANGUAGE","PUBLICATION_DATE","UPDATE_DATE","METHODOLOGY","METHODOLOGY_NOTES","ACCESS_SHARING_LEVEL","ACCESS_SHARING_NOTES","SECURITY_CLASSIFICATION","SOURCE","SHORT_SOURCE_CITATION","FULL_SOURCE_CITATION","LICENSE","SUGGESTED_CITATION","KEY_INDICATOR","SERIES_NAME","2019-M01","2019-M02","2019-M03","2019-M04","2019-M05","2019-M06","2019-M07","2019-M08","2019-M09","2019-M10","2019-M11","2019-M12","2020-M01","2020-M02","2020-M03","2020-M04","2020-M05","2020-M06","2020-M07","2020-M08","2020-M09","2020-M10","2020-M11","2020-M12","2021-M01","2021-M02","2021-M03","2021-M04","2021-M05","2021-M06","2021-M07","2021-M08","2021-M09","2021-M10","2021-M11","2021-M12","2022-M01","2022-M02","2022-M03","2022-M04","2022-M05","2022-M06","2022-M07","2022-M08","2022-M09","2022-M10","2022-M11","2022-M12","2023-M01","2023-M02","2023-M03","2023-M04","2023-M05","2023-M06","2023-M07","2023-M08","2023-M09","2023-M10","2023-M11","2023-M12","2024-M01","2024-M02","2024-M03","2024-M04","2024-M05","2024-M06","2024-M07","2024-M08","2024-M09","2024-M10","2024-M11","2024-M12","2025-M01","2025-M02","2025-M03","2025-M04","2025-M05","2025-M06","2025-M07","2025-M08","2025-M09","2025-M10"
"IMF.STA:WPCPER(6.0.0)","UYU.URY.XDC_USD_RT.M","OBS_VALUE","Uruguayan peso","Uruguay","Official FX Rate, LCU/USD","Monthly","","","Emerging Markets","","This dataset provides a cross-country indicator of parallel exchange rates based on crypto markets. Parallel exchange rates are measured as the price of bitcoin on the local market relative to the U.S. market. Parallel exchange rates are particularly relevant in countries with restrictions to external transactions. In these countries, agents are often willing to pay a premium to access foreign currency, reflected in a higher price of bitcoin in the local market compared to the U.S. market.

Suggested citation: Graf von Luckner, C., Koepke, R., & Sgherri, S. (2024). “Crypto as a Marketplace for Capital Flight.” IMF Working Paper No. 2024/133. International Monetary Fund. 

For details, see Crypto as a Market Place for Capital Flight (IMF Working Paper)

CryptoShadowRateLC/ USD  = BTCLCU /  BTCUSD

Where BTCUSD and BTCLCU are the prices of Bitcoin, in international markets, quoted in US Dollar (USD); and in the local market, quoted in local currency units (LCU), respectively","Clemens Graf von Luckner, Robin Koepke, and Silvia Sgherri","International Monetary Fund (IMF)","Strategy, Policy, and Review Department (SPR)","rkoepke@imf.org","","Fintech; Exchange rates; Working papers datasets","","BITCOIN;  Crypto-assets","English","","","","","Public (Unrestricted)","","Public or Unrestricted","","IMF Staff Calculations","","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","Graf von Luckner, C., Koepke, R., & Sgherri, S. (2024). “Crypto as a Marketplace for Capital Flight.” IMF Working Paper No. 2024/133. International Monetary Fund.","","","","","","","","","","","","","","","","37.593613","38.962419","44.000478","42.724486","43.305117","42.217801","42.360892","42.604356","42.462275","42.930329","42.531864","42.360892","42.289226","43.165119","44.309727","44.199853","43.807697","43.487276","43.80449","42.477657","42.961105","44.194963","44.116963","44.708311","43.923162","42.549964","41.226006","40.822447","39.918503","39.485181","40.947631","40.973006","41.698612","40.402013","39.407368","39.970442","38.698705","38.916922","38.806163","38.646646","38.796116","37.474034","37.445964","37.607754","38.516704","39.982354","39.137616","39.115895","39.18363","39.068992","37.565364","38.328115","38.728685","40.006151","40.263296","40.340823","41.65539","41.663861","42.925252","43.682269","43.342661","42.414802","42.18436","41.961107","41.551524","39.958509","40.043404","39.996742","39.943207"
"IMF.STA:WPCPER(6.0.0)","HNL.HND.XDC_USD_RT.M","OBS_VALUE","Honduran lempira","Honduras","Official FX Rate, LCU/USD","Monthly","","","","","This dataset provides a cross-country indicator of parallel exchange rates based on crypto markets. Parallel exchange rates are measured as the price of bitcoin on the local market relative to the U.S. market. Parallel exchange rates are particularly relevant in countries with restrictions to external transactions. In these countries, agents are often willing to pay a premium to access foreign currency, reflected in a higher price of bitcoin in the local market compared to the U.S. market.

Suggested citation: Graf von Luckner, C., Koepke, R., & Sgherri, S. (2024). “Crypto as a Marketplace for Capital Flight.” IMF Working Paper No. 2024/133. International Monetary Fund. 

For details, see Crypto as a Market Place for Capital Flight (IMF Working Paper)

CryptoShadowRateLC/ USD  = BTCLCU /  BTCUSD

Where BTCUSD and BTCLCU are the prices of Bitcoin, in international markets, quoted in US Dollar (USD); and in the local market, quoted in local currency units (LCU), respectively","Clemens Graf von Luckner, Robin Koepke, and Silvia Sgherri","International Monetary Fund (IMF)","Strategy, Policy, and Review Department (SPR)","rkoepke@imf.org","","Fintech; Exchange rates; Working papers datasets","","BITCOIN;  Crypto-assets","English","","","","","Public (Unrestricted)","","Public or Unrestricted","","IMF Staff Calculations","","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","Graf von Luckner, C., Koepke, R., & Sgherri, S. (2024). “Crypto as a Marketplace for Capital Flight.” IMF Working Paper No. 2024/133. International Monetary Fund.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24.765","24.75888","24.769999","","24.755658","","24.817945","","","25.242409","25.409603","25.507359","25.75","25.598191","26.029114","26.065645","26.187545","26.254066","26.191896","26.231586"
"IMF.STA:WPCPER(6.0.0)","ZMW.ZMB.BIT_SHD_RT.M","OBS_VALUE","Zambian Kwacha","Zambia","Crypto-based Parallel Exchange Rate (LCU/USD)","Monthly","","","","","This dataset provides a cross-country indicator of parallel exchange rates based on crypto markets. Parallel exchange rates are measured as the price of bitcoin on the local market relative to the U.S. market. Parallel exchange rates are particularly relevant in countries with restrictions to external transactions. In these countries, agents are often willing to pay a premium to access foreign currency, reflected in a higher price of bitcoin in the local market compared to the U.S. market.

Suggested citation: Graf von Luckner, C., Koepke, R., & Sgherri, S. (2024). “Crypto as a Marketplace for Capital Flight.” IMF Working Paper No. 2024/133. International Monetary Fund. 

For details, see Crypto as a Market Place for Capital Flight (IMF Working Paper)

CryptoShadowRateLC/ USD  = BTCLCU /  BTCUSD

Where BTCUSD and BTCLCU are the prices of Bitcoin, in international markets, quoted in US Dollar (USD); and in the local market, quoted in local currency units (LCU), respectively","Clemens Graf von Luckner, Robin Koepke, and Silvia Sgherri","International Monetary Fund (IMF)","Strategy, Policy, and Review Department (SPR)","rkoepke@imf.org","","Fintech; Exchange rates; Working papers datasets","","BITCOIN;  Crypto-assets","English","","","","","Public (Unrestricted)","","Public or Unrestricted","","IMF Staff Calculations","","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","Graf von Luckner, C., Koepke, R., & Sgherri, S. (2024). “Crypto as a Marketplace for Capital Flight.” IMF Working Paper No. 2024/133. International Monetary Fund.","","","","","","","16.2263","12.7864","13.4195","12.9656","13.9922","13.3674","12.9961","13.6549","14.747","15.6533","17.7616","19.3652","19.418","24.6576","20.0494","20.0211","22.1855","20.4813","21.8245","20.9506","23.7737","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IMF.STA:WPCPER(6.0.0)","RON.ROU.BIT_SHD_RT.M","OBS_VALUE","Romanian leu","Romania","Crypto-based Parallel Exchange Rate (LCU/USD)","Monthly","","","Advanced Economies","","This dataset provides a cross-country indicator of parallel exchange rates based on crypto markets. Parallel exchange rates are measured as the price of bitcoin on the local market relative to the U.S. market. Parallel exchange rates are particularly relevant in countries with restrictions to external transactions. In these countries, agents are often willing to pay a premium to access foreign currency, reflected in a higher price of bitcoin in the local market compared to the U.S. market.

Suggested citation: Graf von Luckner, C., Koepke, R., & Sgherri, S. (2024). “Crypto as a Marketplace for Capital Flight.” IMF Working Paper No. 2024/133. International Monetary Fund. 

For details, see Crypto as a Market Place for Capital Flight (IMF Working Paper)

CryptoShadowRateLC/ USD  = BTCLCU /  BTCUSD

Where BTCUSD and BTCLCU are the prices of Bitcoin, in international markets, quoted in US Dollar (USD); and in the local market, quoted in local currency units (LCU), respectively","Clemens Graf von Luckner, Robin Koepke, and Silvia Sgherri","International Monetary Fund (IMF)","Strategy, Policy, and Review Department (SPR)","rkoepke@imf.org","","Fintech; Exchange rates; Working papers datasets","","BITCOIN;  Crypto-assets","English","","","","","Public (Unrestricted)","","Public or Unrestricted","","IMF Staff Calculations","","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","Graf von Luckner, C., Koepke, R., & Sgherri, S. (2024). “Crypto as a Marketplace for Capital Flight.” IMF Working Paper No. 2024/133. International Monetary Fund.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.4591","4.4753","4.3653","4.3148","4.3344","4.3134","4.3661"
"IMF.STA:WPCPER(6.0.0)","DZD.DZA.XDC_USD_RT.M","OBS_VALUE","Algerian dinar","Algeria","Official FX Rate, LCU/USD","Monthly","","","Emerging Markets","","This dataset provides a cross-country indicator of parallel exchange rates based on crypto markets. Parallel exchange rates are measured as the price of bitcoin on the local market relative to the U.S. market. Parallel exchange rates are particularly relevant in countries with restrictions to external transactions. In these countries, agents are often willing to pay a premium to access foreign currency, reflected in a higher price of bitcoin in the local market compared to the U.S. market.

Suggested citation: Graf von Luckner, C., Koepke, R., & Sgherri, S. (2024). “Crypto as a Marketplace for Capital Flight.” IMF Working Paper No. 2024/133. International Monetary Fund. 

For details, see Crypto as a Market Place for Capital Flight (IMF Working Paper)

CryptoShadowRateLC/ USD  = BTCLCU /  BTCUSD

Where BTCUSD and BTCLCU are the prices of Bitcoin, in international markets, quoted in US Dollar (USD); and in the local market, quoted in local currency units (LCU), respectively","Clemens Graf von Luckner, Robin Koepke, and Silvia Sgherri","International Monetary Fund (IMF)","Strategy, Policy, and Review Department (SPR)","rkoepke@imf.org","","Fintech; Exchange rates; Working papers datasets","","BITCOIN;  Crypto-assets","English","","","","","Public (Unrestricted)","","Public or Unrestricted","","IMF Staff Calculations","","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","Graf von Luckner, C., Koepke, R., & Sgherri, S. (2024). “Crypto as a Marketplace for Capital Flight.” IMF Working Paper No. 2024/133. International Monetary Fund.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","134.77883","135.09806","134.646","","134.53689","","133.75063","","","133.32296","135.82055","135.28404","135.27368","134.08498","132.652","132.18412","129.29792","129.80374","129.65222","130.00687"
"IMF.STA:WPCPER(6.0.0)","BWP.BWA.XDC_USD_RT.M","OBS_VALUE","Botswana pula","Botswana","Official FX Rate, LCU/USD","Monthly","","","Emerging Markets","","This dataset provides a cross-country indicator of parallel exchange rates based on crypto markets. Parallel exchange rates are measured as the price of bitcoin on the local market relative to the U.S. market. Parallel exchange rates are particularly relevant in countries with restrictions to external transactions. In these countries, agents are often willing to pay a premium to access foreign currency, reflected in a higher price of bitcoin in the local market compared to the U.S. market.

Suggested citation: Graf von Luckner, C., Koepke, R., & Sgherri, S. (2024). “Crypto as a Marketplace for Capital Flight.” IMF Working Paper No. 2024/133. International Monetary Fund. 

For details, see Crypto as a Market Place for Capital Flight (IMF Working Paper)

CryptoShadowRateLC/ USD  = BTCLCU /  BTCUSD

Where BTCUSD and BTCLCU are the prices of Bitcoin, in international markets, quoted in US Dollar (USD); and in the local market, quoted in local currency units (LCU), respectively","Clemens Graf von Luckner, Robin Koepke, and Silvia Sgherri","International Monetary Fund (IMF)","Strategy, Policy, and Review Department (SPR)","rkoepke@imf.org","","Fintech; Exchange rates; Working papers datasets","","BITCOIN;  Crypto-assets","English","","","","","Public (Unrestricted)","","Public or Unrestricted","","IMF Staff Calculations","","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","Graf von Luckner, C., Koepke, R., & Sgherri, S. (2024). “Crypto as a Marketplace for Capital Flight.” IMF Working Paper No. 2024/133. International Monetary Fund.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.482201","12.106503","11.995616","12.307339","12.503988","12.891418","13.331522","13.365604","12.999368","12.755638","12.819623","13.209098","13.00975","13.218185","13.787857","13.490483","13.215643","13.505626","13.672129","13.644917","13.535829","13.442579","13.581128","13.768635","13.740125","14.203307","13.698365","13.496151","13.538139","13.273377","13.043752","13.371066","13.579967","13.967943","13.946441","13.833105","13.734601","13.730882","13.424032","13.229355","13.489483","13.587853","13.63916"
"IMF.STA:WPCPER(6.0.0)","CRC.CRI.XDC_USD_RT.M","OBS_VALUE","Costa Rican colón","Costa Rica","Official FX Rate, LCU/USD","Monthly","","","Emerging Markets","","This dataset provides a cross-country indicator of parallel exchange rates based on crypto markets. Parallel exchange rates are measured as the price of bitcoin on the local market relative to the U.S. market. Parallel exchange rates are particularly relevant in countries with restrictions to external transactions. In these countries, agents are often willing to pay a premium to access foreign currency, reflected in a higher price of bitcoin in the local market compared to the U.S. market.

Suggested citation: Graf von Luckner, C., Koepke, R., & Sgherri, S. (2024). “Crypto as a Marketplace for Capital Flight.” IMF Working Paper No. 2024/133. International Monetary Fund. 

For details, see Crypto as a Market Place for Capital Flight (IMF Working Paper)

CryptoShadowRateLC/ USD  = BTCLCU /  BTCUSD

Where BTCUSD and BTCLCU are the prices of Bitcoin, in international markets, quoted in US Dollar (USD); and in the local market, quoted in local currency units (LCU), respectively","Clemens Graf von Luckner, Robin Koepke, and Silvia Sgherri","International Monetary Fund (IMF)","Strategy, Policy, and Review Department (SPR)","rkoepke@imf.org","","Fintech; Exchange rates; Working papers datasets","","BITCOIN;  Crypto-assets","English","","","","","Public (Unrestricted)","","Public or Unrestricted","","IMF Staff Calculations","","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","Graf von Luckner, C., Koepke, R., & Sgherri, S. (2024). “Crypto as a Marketplace for Capital Flight.” IMF Working Paper No. 2024/133. International Monetary Fund.","","","","","","","","","","","","","","","","565.19445","569.61499","578.74526","567.97216","569.32236","580.19409","583.93917","594.77905","603.05365","606.29595","603.98491","610.2759","613.39417","612.23261","613.95803","617.53406","618.30695","619.97355","619.73898","622.33127","625.87096","637.5636","627.78851","642.08866","641.61794","641.98124","655.81916","661.7003","673.46144","685.68158","668.49693","637.07819","626.40161","615.03018","596.3589","591.73028","551.49473","558.32825","539.53069","538.35541","539.24361","542.91638","545.0066","539.193","535.77697","530.68595","529.34957","521.02652","511.94715","511.7596","502.79646","510.22528","520.654","524.73632","522.23648","519.4558","517.94346","512.88408","507.25208","509.15258","505.08994","507.18982","500.41964","506.63189","507.75756","504.83708","504.66556","504.48651","502.40494"
"IMF.STA:WPCPER(6.0.0)","MAD.MAR.XDC_USD_RT.M","OBS_VALUE","Moroccan dirham","Morocco","Official FX Rate, LCU/USD","Monthly","","","Emerging Markets","","This dataset provides a cross-country indicator of parallel exchange rates based on crypto markets. Parallel exchange rates are measured as the price of bitcoin on the local market relative to the U.S. market. Parallel exchange rates are particularly relevant in countries with restrictions to external transactions. In these countries, agents are often willing to pay a premium to access foreign currency, reflected in a higher price of bitcoin in the local market compared to the U.S. market.

Suggested citation: Graf von Luckner, C., Koepke, R., & Sgherri, S. (2024). “Crypto as a Marketplace for Capital Flight.” IMF Working Paper No. 2024/133. International Monetary Fund. 

For details, see Crypto as a Market Place for Capital Flight (IMF Working Paper)

CryptoShadowRateLC/ USD  = BTCLCU /  BTCUSD

Where BTCUSD and BTCLCU are the prices of Bitcoin, in international markets, quoted in US Dollar (USD); and in the local market, quoted in local currency units (LCU), respectively","Clemens Graf von Luckner, Robin Koepke, and Silvia Sgherri","International Monetary Fund (IMF)","Strategy, Policy, and Review Department (SPR)","rkoepke@imf.org","","Fintech; Exchange rates; Working papers datasets","","BITCOIN;  Crypto-assets","English","","","","","Public (Unrestricted)","","Public or Unrestricted","","IMF Staff Calculations","","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","Graf von Luckner, C., Koepke, R., & Sgherri, S. (2024). “Crypto as a Marketplace for Capital Flight.” IMF Working Paper No. 2024/133. International Monetary Fund.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.03625","8.966843","8.815","8.927122","8.895405","8.946438","9.0655","9.077915","9.225305","9.28","9.393872","9.55167","9.7245","9.975","9.865697","10.054242","10.276122","10.590365","10.953","10.932443","10.588","10.445973","10.173867","10.379","10.224","10.032404","10.169653","9.897","9.857715","10.221698","10.283403","10.299128","10.0805","9.925943","10.005","10.0785","10.086624","10.11171","9.928805","9.9585","9.937829","9.74146","9.755564","9.829243","9.988985","10.102839","10.05076","9.9825","9.644866","9.26225","9.258036","8.975889","9.0285645","9.0374212","9.1758528"
"IMF.STA:WPCPER(6.0.0)","PAB.PAN.XDC_USD_RT.M","OBS_VALUE","Panamanian balboa","Panama","Official FX Rate, LCU/USD","Monthly","","","Emerging Markets","","This dataset provides a cross-country indicator of parallel exchange rates based on crypto markets. Parallel exchange rates are measured as the price of bitcoin on the local market relative to the U.S. market. Parallel exchange rates are particularly relevant in countries with restrictions to external transactions. In these countries, agents are often willing to pay a premium to access foreign currency, reflected in a higher price of bitcoin in the local market compared to the U.S. market.

Suggested citation: Graf von Luckner, C., Koepke, R., & Sgherri, S. (2024). “Crypto as a Marketplace for Capital Flight.” IMF Working Paper No. 2024/133. International Monetary Fund. 

For details, see Crypto as a Market Place for Capital Flight (IMF Working Paper)

CryptoShadowRateLC/ USD  = BTCLCU /  BTCUSD

Where BTCUSD and BTCLCU are the prices of Bitcoin, in international markets, quoted in US Dollar (USD); and in the local market, quoted in local currency units (LCU), respectively","Clemens Graf von Luckner, Robin Koepke, and Silvia Sgherri","International Monetary Fund (IMF)","Strategy, Policy, and Review Department (SPR)","rkoepke@imf.org","","Fintech; Exchange rates; Working papers datasets","","BITCOIN;  Crypto-assets","English","","","","","Public (Unrestricted)","","Public or Unrestricted","","IMF Staff Calculations","","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","Graf von Luckner, C., Koepke, R., & Sgherri, S. (2024). “Crypto as a Marketplace for Capital Flight.” IMF Working Paper No. 2024/133. International Monetary Fund.","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"IMF.STA:WPCPER(6.0.0)","UGX.UGA.BIT_SHD_PT.M","OBS_VALUE","Ugandan shilling","Uganda","Crypto-based Parallel Exchange Rate Premium (in %)","Monthly","","","","","This dataset provides a cross-country indicator of parallel exchange rates based on crypto markets. Parallel exchange rates are measured as the price of bitcoin on the local market relative to the U.S. market. Parallel exchange rates are particularly relevant in countries with restrictions to external transactions. In these countries, agents are often willing to pay a premium to access foreign currency, reflected in a higher price of bitcoin in the local market compared to the U.S. market.

Suggested citation: Graf von Luckner, C., Koepke, R., & Sgherri, S. (2024). “Crypto as a Marketplace for Capital Flight.” IMF Working Paper No. 2024/133. International Monetary Fund. 

For details, see Crypto as a Market Place for Capital Flight (IMF Working Paper)

CryptoShadowRateLC/ USD  = BTCLCU /  BTCUSD

Where BTCUSD and BTCLCU are the prices of Bitcoin, in international markets, quoted in US Dollar (USD); and in the local market, quoted in local currency units (LCU), respectively","Clemens Graf von Luckner, Robin Koepke, and Silvia Sgherri","International Monetary Fund (IMF)","Strategy, Policy, and Review Department (SPR)","rkoepke@imf.org","","Fintech; Exchange rates; Working papers datasets","","BITCOIN;  Crypto-assets","English","","","","","Public (Unrestricted)","","Public or Unrestricted","","IMF Staff Calculations","","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","Graf von Luckner, C., Koepke, R., & Sgherri, S. (2024). “Crypto as a Marketplace for Capital Flight.” IMF Working Paper No. 2024/133. International Monetary Fund.","","","","","","","","","","","-1.1027517","0.0927882","-4.7131303","-0.97948597","6.9428604","0.44058951","-5.8289714","-4.1063474","-1.055749","1.2900004","3.6232121","0.05910765","0.47220806","3.3485264","2.7263189","-3.4971823","0.04371047","0.57530906","-0.54469044","-1.1058118","1.9873245","8.5967749","3.5622835","0.61444653","-2.0676698","-5.1811057","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IMF.STA:WPCPER(6.0.0)","VND.VNM.BIT_SHD_PT.M","OBS_VALUE","Vietnamese đồng","Vietnam","Crypto-based Parallel Exchange Rate Premium (in %)","Monthly","","","","","This dataset provides a cross-country indicator of parallel exchange rates based on crypto markets. Parallel exchange rates are measured as the price of bitcoin on the local market relative to the U.S. market. Parallel exchange rates are particularly relevant in countries with restrictions to external transactions. In these countries, agents are often willing to pay a premium to access foreign currency, reflected in a higher price of bitcoin in the local market compared to the U.S. market.

Suggested citation: Graf von Luckner, C., Koepke, R., & Sgherri, S. (2024). “Crypto as a Marketplace for Capital Flight.” IMF Working Paper No. 2024/133. International Monetary Fund. 

For details, see Crypto as a Market Place for Capital Flight (IMF Working Paper)

CryptoShadowRateLC/ USD  = BTCLCU /  BTCUSD

Where BTCUSD and BTCLCU are the prices of Bitcoin, in international markets, quoted in US Dollar (USD); and in the local market, quoted in local currency units (LCU), respectively","Clemens Graf von Luckner, Robin Koepke, and Silvia Sgherri","International Monetary Fund (IMF)","Strategy, Policy, and Review Department (SPR)","rkoepke@imf.org","","Fintech; Exchange rates; Working papers datasets","","BITCOIN;  Crypto-assets","English","","","","","Public (Unrestricted)","","Public or Unrestricted","","IMF Staff Calculations","","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","Graf von Luckner, C., Koepke, R., & Sgherri, S. (2024). “Crypto as a Marketplace for Capital Flight.” IMF Working Paper No. 2024/133. International Monetary Fund.","","","-0.84829786","-0.55149637","1.5677177","1.3665453","-1.772974","22.129145","0.06372674","-2.6141142","-0.93656393","-0.51193217","1.5673845","-0.47621083","-1.3990883","-0.67260597","-2.2692825","-1.0536024","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IMF.STA:WPCPER(6.0.0)","PYG.PRY.XDC_USD_RT.M","OBS_VALUE","Paraguayan guaraní","Paraguay","Official FX Rate, LCU/USD","Monthly","","","Emerging Markets","","This dataset provides a cross-country indicator of parallel exchange rates based on crypto markets. Parallel exchange rates are measured as the price of bitcoin on the local market relative to the U.S. market. Parallel exchange rates are particularly relevant in countries with restrictions to external transactions. In these countries, agents are often willing to pay a premium to access foreign currency, reflected in a higher price of bitcoin in the local market compared to the U.S. market.

Suggested citation: Graf von Luckner, C., Koepke, R., & Sgherri, S. (2024). “Crypto as a Marketplace for Capital Flight.” IMF Working Paper No. 2024/133. International Monetary Fund. 

For details, see Crypto as a Market Place for Capital Flight (IMF Working Paper)

CryptoShadowRateLC/ USD  = BTCLCU /  BTCUSD

Where BTCUSD and BTCLCU are the prices of Bitcoin, in international markets, quoted in US Dollar (USD); and in the local market, quoted in local currency units (LCU), respectively","Clemens Graf von Luckner, Robin Koepke, and Silvia Sgherri","International Monetary Fund (IMF)","Strategy, Policy, and Review Department (SPR)","rkoepke@imf.org","","Fintech; Exchange rates; Working papers datasets","","BITCOIN;  Crypto-assets","English","","","","","Public (Unrestricted)","","Public or Unrestricted","","IMF Staff Calculations","","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","Graf von Luckner, C., Koepke, R., & Sgherri, S. (2024). “Crypto as a Marketplace for Capital Flight.” IMF Working Paper No. 2024/133. International Monetary Fund.","","","","","","","","","","","","","","","","","6523.1237","6566.1629","6529.9173","6642.022","6805.8463","6950.0748","6954.9182","6979.6304","7028.9067","7038.4395","6951.0724","6936.715","6616.5342","6446.8403","6524.039","6768.3164","6762.4266","6905.9523","6916.8553","6905.7441","6901.7434","6840.4542","6881.5756","7078.2838","6991.9011","6931.0736","6841.9089","6885.3119","6842.1955","6883.4903","6895.1515","7072.5037","7263.0427","7227.3723","7364.3582","7345.1569","7282.144","7146.1191","7231.543","7270.5511","7266.3558","7277.2937","7278.3799","7313.9519","7459.3875","7442.2","7305.2","7268.0479","7307.7298","7390.9323","7493.1095","7533.0993","7538.8878","7572.7832","7687.5217","7786.9145","7901.5479","7794.9468","7801.6315","7897.7365","7921.5577","7988.4199","8033.475","7993.6269","7978.0313","7361.0322","7146.1689","7055.0449"
"IMF.STA:WPCPER(6.0.0)","VND.VNM.TVBIT_USD.M","OBS_VALUE","Vietnamese đồng","Vietnam","Bitcoin trade volume in local market (in USD)","Monthly","","","","","This dataset provides a cross-country indicator of parallel exchange rates based on crypto markets. Parallel exchange rates are measured as the price of bitcoin on the local market relative to the U.S. market. Parallel exchange rates are particularly relevant in countries with restrictions to external transactions. In these countries, agents are often willing to pay a premium to access foreign currency, reflected in a higher price of bitcoin in the local market compared to the U.S. market.

Suggested citation: Graf von Luckner, C., Koepke, R., & Sgherri, S. (2024). “Crypto as a Marketplace for Capital Flight.” IMF Working Paper No. 2024/133. International Monetary Fund. 

For details, see Crypto as a Market Place for Capital Flight (IMF Working Paper)

CryptoShadowRateLC/ USD  = BTCLCU /  BTCUSD

Where BTCUSD and BTCLCU are the prices of Bitcoin, in international markets, quoted in US Dollar (USD); and in the local market, quoted in local currency units (LCU), respectively","Clemens Graf von Luckner, Robin Koepke, and Silvia Sgherri","International Monetary Fund (IMF)","Strategy, Policy, and Review Department (SPR)","rkoepke@imf.org","","Fintech; Exchange rates; Working papers datasets","","BITCOIN;  Crypto-assets","English","","","","","Public (Unrestricted)","","Public or Unrestricted","","IMF Staff Calculations","","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","Graf von Luckner, C., Koepke, R., & Sgherri, S. (2024). “Crypto as a Marketplace for Capital Flight.” IMF Working Paper No. 2024/133. International Monetary Fund.","","","2636392.5","247536.12","565239.23","667136.14","929743.57","219348.3","2897","3834519","3744223","2649192","1433874","716541.8","4484312","318435.4","5278281.1","4412816.3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
